[Fe/H] err  [O/Fe] err  [Na/Fe] err [Mg/Fe] err [Al/Fe] err [Si/Fe] err [Ca/Fe] err [Ti/Fe] err [Cr/Fe] err [Ni/Fe] err [Zn/Fe] err [Y/Fe] err [Ba/Fe] err
-0.75  0.06  0.63  0.19  0.03  0.14  0.39  0.06  0.33  0.06  0.27  0.11  0.20  0.28  0.41  0.07  0.10  0.05  0.05  0.09  0.31  0.13  0.44  0.20 -0.18  0.09
-0.29  0.07  0.31  0.15  0.03  0.05  0.23  0.06  0.25  0.05  0.14  0.05  0.16  0.07  0.27  0.07  0.02  0.08  0.01  0.06  0.16  0.05 -0.07  0.18 -0.11  0.08
 0.13  0.13  0.05  0.22 -0.01  0.10  0.03  0.10  0.04  0.08  0.06  0.10 -0.04  0.11  0.03  0.10  0.02  0.11  0.07  0.08  0.19  0.11  0.03  0.21 -0.01  0.12
 0.01  0.05 -0.10  0.12  0.06  0.04  0.05  0.04  0.01  0.03  0.01  0.05  0.00  0.05 -0.02  0.08 -0.03  0.07  0.00  0.04 -0.01  0.05 -0.08  0.14  0.01  0.07
 0.04  0.06 -0.08  0.13 -0.06  0.04 -0.08  0.04 -0.06  0.03 -0.05  0.04  0.08  0.06  0.01  0.07  0.05  0.08 -0.07  0.05 -0.26  0.20  0.08  0.14  0.22  0.07
-0.08  0.04 -0.08  0.08  0.02  0.04  0.08  0.03  0.01  0.03  0.01  0.02  0.06  0.03 -0.02  0.06 -0.05  0.05 -0.06  0.04 -0.09  0.05 -0.04  0.10  0.08  0.06
 0.19  0.20  0.07  0.25 -0.02  0.13  0.06  0.16  0.12  0.14  0.08  0.14 -0.03  0.10  0.07  0.06  0.03  0.10  0.05  0.08  0.11  0.11  0.08  0.17  0.00  0.18
-0.14  0.04  0.05  0.10  0.02  0.03  0.14  0.03  0.11  0.03  0.05  0.02  0.04  0.04  0.01  0.06 -0.02  0.06 -0.02  0.04 -0.04  0.08 -0.14  0.12 -0.02  0.06
-0.37  0.04  0.03  0.09 -0.04  0.02  0.20  0.03  0.15  0.04  0.06  0.03  0.18  0.04  0.18  0.05 -0.05  0.06 -0.04  0.04 -0.03  0.12 -0.08  0.11  0.08  0.07
 0.24  0.19 -0.04  0.29  0.02  0.14  0.02  0.13  0.06  0.13  0.04  0.15 -0.08  0.11  0.10  0.08  0.02  0.11  0.04  0.11  0.10  0.15  0.07  0.21 -0.05  0.17
 0.13  0.08 -0.07  0.16  0.02  0.04 -0.02  0.05 -0.05  0.05  0.01  0.05 -0.01  0.05  0.00  0.08  0.01  0.08  0.02  0.06  0.21  0.12  0.00  0.15  0.02  0.09
-0.06  0.08  0.01  0.18 -0.02  0.04  0.07  0.06  0.13  0.05  0.00  0.05  0.01  0.06  0.03  0.09  0.02  0.10 -0.03  0.07  0.00  0.07 -0.11  0.21 -0.04  0.09
-0.20  0.05  0.11  0.12 -0.05  0.03  0.02  0.04  0.00  0.03 -0.03  0.04  0.07  0.06  0.05  0.07  0.04  0.07 -0.08  0.05 -0.06  0.11  0.04  0.13  0.22  0.06
-0.13  0.04  0.00  0.10  0.06  0.04  0.13  0.04  0.10  0.04  0.05  0.02  0.06  0.03 -0.03  0.05 -0.03  0.06 -0.03  0.04  0.04  0.10 -0.10  0.12  0.08  0.05
-0.07  0.08  0.07  0.16 -0.06  0.05  0.05  0.06  0.10  0.05 -0.01  0.07 -0.01  0.07  0.09  0.07 -0.02  0.08 -0.03  0.07 -0.04  0.08 -0.08  0.18 -0.04  0.09
 0.20  0.07 -0.13  0.14  0.05  0.04 -0.05  0.05  0.00  0.04  0.02  0.04  0.00  0.04 -0.02  0.07  0.01  0.07  0.04  0.05 -0.01  0.07 -0.04  0.14 -0.07  0.09
-0.14  0.04 -0.05  0.11 -0.04  0.03  0.04  0.04  0.02  0.03  0.00  0.03  0.02  0.05  0.02  0.06 -0.02  0.06 -0.03  0.04  0.16  0.08 -0.09  0.13  0.03  0.05
-0.27  0.05  0.38  0.11 -0.01  0.04  0.21  0.04  0.20  0.03  0.19  0.05  0.09  0.07  0.21  0.05  0.02  0.07  0.02  0.06  0.10  0.07  0.05  0.12 -0.12  0.05
-0.27  0.04  0.15  0.12 -0.01  0.03  0.23  0.08  0.14  0.03  0.06  0.03  0.12  0.04  0.05  0.07  0.01  0.07 -0.07  0.05 -0.02  0.06 -0.22  0.15 -0.06  0.06
-0.23  0.05  0.10  0.12  0.01  0.02  0.08  0.05  0.09  0.03  0.05  0.03  0.02  0.03  0.05  0.05  0.01  0.07 -0.02  0.04  0.00  0.05 -0.07  0.12  0.03  0.05
-0.09  0.05 -0.02  0.12 -0.04  0.05  0.05  0.07 -0.06  0.04 -0.01  0.05  0.08  0.05  0.05  0.07 -0.03  0.09 -0.08  0.05 -0.13  0.04  0.05  0.18  0.21  0.08
-0.26  0.03  0.03  0.09  0.02  0.03  0.15  0.05  0.04  0.02  0.01  0.03  0.05  0.02  0.01  0.04 -0.02  0.04 -0.03  0.03  0.02  0.11 -0.03  0.08  0.10  0.05
-0.77  0.07  0.52  0.34  0.01  0.26  0.37  0.06  0.33  0.10  0.21  0.19  0.25  0.51  0.48  0.05  0.18  0.06  0.02  0.14  0.12  0.20  0.34  0.27 -0.13  0.10
-0.27  0.08  0.32  0.15  0.02  0.05  0.17  0.05  0.23  0.05  0.10  0.06  0.09  0.05  0.19  0.06  0.02  0.08  0.00  0.06  0.17  0.05 -0.11  0.16 -0.03  0.08
 0.02  0.05 -0.09  0.11 -0.04  0.03  0.03  0.04 -0.01  0.02 -0.01  0.03  0.02  0.04 -0.01  0.06 -0.02  0.06 -0.02  0.04  0.08  0.15 -0.07  0.11  0.04  0.07
 0.29  0.11 -0.10  0.22  0.09  0.08 -0.09  0.09  0.01  0.06  0.03  0.08 -0.05  0.08 -0.01  0.09  0.02  0.10  0.06  0.08  0.05  0.13  0.01  0.19 -0.04  0.14
-0.17  0.04  0.30  0.11  0.06  0.03  0.22  0.06  0.24  0.02  0.13  0.03  0.10  0.05  0.17  0.05 -0.01  0.06  0.01  0.04  0.09  0.18 -0.12  0.12 -0.09  0.06
-0.26  0.06  0.07  0.16  0.05  0.06  0.16  0.05  0.14  0.05  0.09  0.06  0.09  0.08  0.07  0.04  0.00  0.06  0.01  0.05  0.00  0.08 -0.04  0.13  0.04  0.07
-0.34  0.04  0.41  0.10  0.10  0.03  0.28  0.04  0.26  0.03  0.18  0.03  0.16  0.04  0.22  0.05 -0.01  0.05  0.02  0.04  0.13  0.05 -0.07  0.11 -0.07  0.06
-0.48  0.04  0.49  0.11  0.06  0.04  0.34  0.04  0.28  0.03  0.21  0.04  0.19  0.07  0.26  0.05  0.05  0.06  0.04  0.04  0.29  0.09 -0.04  0.14 -0.09  0.07
-0.45  0.07  0.50  0.22  0.04  0.12  0.30  0.12  0.31  0.04  0.24  0.12  0.14  0.21  0.35  0.06  0.07  0.12  0.05  0.11  0.20  0.16  0.20  0.26 -0.21  0.08
-0.37  0.04  0.23  0.11 -0.01  0.02  0.10  0.04  0.10  0.03  0.06  0.04  0.04  0.05  0.05  0.05  0.00  0.06 -0.03  0.04  0.02  0.07 -0.10  0.11 -0.07  0.05
 0.19  0.20  0.02  0.31  0.02  0.16 -0.06  0.15 -0.03  0.15  0.07  0.16 -0.08  0.15 -0.01  0.10  0.03  0.13  0.09  0.10  0.09  0.13  0.02  0.25  0.00  0.16
-0.45  0.12 -30.0 -30.0  0.06  0.09  0.31  0.13  0.34  0.10  0.23  0.13  0.19  0.13  0.34  0.05  0.01  0.08  0.09  0.10  0.11  0.11  0.06  0.18 -0.10  0.10
 0.13  0.10  0.00  0.20  0.06  0.07 -0.01  0.08  0.06  0.06  0.06  0.07  0.01  0.07  0.00  0.09  0.01  0.10  0.06  0.08 -0.01  0.22 -0.03  0.19  0.01  0.13
-0.18  0.05  0.28  0.11  0.02  0.04  0.16  0.04  0.15  0.03  0.12  0.04  0.06  0.06  0.12  0.05  0.00  0.07  0.01  0.05  0.27  0.08 -0.07  0.13 -0.04  0.06
 0.26  0.05 -0.19  0.11  0.08  0.04  0.05  0.04  0.10  0.04  0.03  0.03  0.02  0.02 -0.01  0.04 -0.02  0.05  0.03  0.05  0.00  0.04  0.00  0.09 -0.01  0.10
-0.14  0.04  0.08  0.12 -0.09  0.04  0.03  0.04  0.04  0.03  0.02  0.04  0.02  0.06  0.00  0.06  0.00  0.06 -0.05  0.04 -0.05  0.18 -0.13  0.14 -0.01  0.06
 0.29  0.08 -0.23  0.16  0.05  0.06 -0.04  0.06  0.07  0.05 -0.01  0.06 -0.01  0.05  0.09  0.06  0.04  0.07  0.05  0.07  0.08  0.09 -0.05  0.15 -0.06  0.11
-0.08  0.09 -30.0 -30.0 -0.01  0.07 -0.07  0.07 -30.0 -30.0 -0.04  0.06  0.09  0.06  0.07  0.16  0.00  0.16 -0.08  0.09 -0.12  0.04  0.05  0.25  0.64  0.14
 0.24  0.10 -0.25  0.19  0.09  0.07 -0.07  0.06  0.05  0.06 -0.02  0.07 -0.02  0.06  0.04  0.08  0.01  0.08  0.05  0.07  0.05  0.08 -0.04  0.17 -0.07  0.11
-0.06  0.04 -0.05  0.10  0.02  0.03  0.06  0.03  0.09  0.02  0.03  0.03  0.04  0.03  0.03  0.05  0.00  0.04 -0.01  0.04 -0.03  0.04 -0.10  0.09 -0.03  0.05
 0.34  0.16 -0.14  0.25  0.12  0.11  0.01  0.11  0.03  0.11 -0.01  0.12 -0.07  0.08  0.03  0.08  0.03  0.09  0.05  0.09  0.04  0.12 -0.01  0.19 -0.13  0.14
-0.28  0.04  0.14  0.12 -0.02  0.04  0.07  0.04  0.02  0.03  0.02  0.04  0.05  0.07  0.03  0.06  0.04  0.07 -0.04  0.05  0.00  0.09  0.02  0.13  0.12  0.06
-0.28  0.04  0.25  0.11  0.00  0.03  0.28  0.08  0.20  0.05  0.09  0.03  0.13  0.04  0.13  0.06  0.04  0.18 -0.06  0.04  0.08  0.05 -0.11  0.14 -0.01  0.06
-0.12  0.04  0.06  0.14  0.00  0.04  0.10  0.05  0.09  0.03  0.05  0.05  0.05  0.05  0.04  0.06 -0.01  0.07 -0.01  0.05  0.08  0.14 -0.08  0.14 -0.01  0.06
-0.14  0.04  0.11  0.10 -0.09  0.02 -0.02  0.02  0.02  0.02  0.00  0.03  0.03  0.04  0.03  0.05  0.00  0.06 -0.07  0.04 -0.01  0.07 -0.06  0.11 -0.04  0.05
-0.24  0.04  0.29  0.14  0.04  0.10  0.23  0.08  0.25  0.06  0.16  0.05  0.13  0.13  0.23  0.04  0.00  0.06  0.06  0.04  0.21  0.05  0.01  0.16 -0.09  0.05
 0.02  0.07  0.14  0.15  0.02  0.06  0.11  0.06  0.11  0.04  0.07  0.05  0.01  0.07  0.09  0.06  0.01  0.07  0.03  0.05  0.26  0.12 -0.06  0.15 -0.07  0.08
 0.04  0.06  0.01  0.13  0.02  0.03  0.06  0.05  0.04  0.03  0.03  0.04  0.01  0.12  0.01  0.06  0.00  0.06  0.00  0.05  0.04  0.06 -0.07  0.13 -0.01  0.07
-0.05  0.04 -0.04  0.09  0.00  0.02  0.05  0.03  0.01  0.03  0.02  0.02  0.01  0.03 -0.02  0.05 -0.02  0.05 -0.04  0.04 -0.07  0.04 -0.08  0.09  0.02  0.05
-0.03  0.12  0.18  0.21 -0.03  0.12  0.09  0.09  0.01  0.08  0.08  0.10 -0.02  0.13  0.05  0.07  0.02  0.10  0.01  0.08  0.09  0.09 -0.01  0.20 -0.07  0.13
 0.06  0.06 -0.03  0.13  0.04  0.04  0.09  0.06  0.08  0.04  0.03  0.04  0.00  0.04  0.05  0.06 -0.01  0.07  0.01  0.05  0.00  0.06 -0.05  0.14 -0.11  0.08
-0.14  0.05  0.08  0.11 -0.05  0.02  0.01  0.03  0.03  0.03  0.01  0.04  0.06  0.05  0.05  0.06  0.01  0.06 -0.04  0.04 -0.09  0.06  0.05  0.11  0.14  0.06
 0.20  0.08 -0.11  0.16  0.07  0.05  0.05  0.07  0.07  0.05  0.05  0.05 -0.01  0.05 -0.02  0.07 -0.02  0.08  0.03  0.06  0.14  0.12 -0.08  0.16 -0.10  0.10
-0.05  0.05 -0.01  0.12 -0.05  0.03 -0.02  0.03 -0.06  0.03 -0.03  0.04  0.00  0.05  0.00  0.07  0.00  0.07 -0.06  0.05 -0.09  0.07  0.04  0.13  0.08  0.06
-0.34  0.05  0.07  0.12  0.02  0.03  0.10  0.05  0.02  0.04  0.02  0.03  0.05  0.04  0.01  0.07 -0.02  0.07 -0.04  0.05 -0.40  0.20 -0.11  0.12 -0.01  0.08
-0.29  0.04  0.05  0.11  0.00  0.03  0.12  0.03  0.04  0.02  0.03  0.02  0.05  0.05  0.01  0.07 -0.03  0.07 -0.06  0.04 -0.05  0.06 -0.09  0.14  0.07  0.06
-0.14  0.05  0.25  0.12  0.05  0.04  0.18  0.05  0.21  0.04  0.11  0.05  0.07  0.05  0.10  0.04 -0.01  0.05  0.01  0.04  0.09  0.07 -0.08  0.11 -0.07  0.06
-0.65  0.05  0.18  0.13  0.15  0.04  0.17  0.05  0.00  0.15  0.05  0.03  0.05  0.04  0.08  0.07 -0.05  0.08 -0.08  0.05  0.12  0.17  0.00  0.14 -0.06  0.14
-1.50  0.06  0.67  0.12 -0.18  0.04  0.36  0.06 -30.0 -30.0  0.18  0.05  0.25  0.04  0.24  0.06 -0.07  0.18 -0.18  0.07  0.12  0.12 -30.0 -30.0 -0.35  0.11
-0.08  0.04  0.05  0.12  0.02  0.05  0.18  0.07  0.11  0.06  0.05  0.03  0.05  0.04  0.01  0.05 -0.03  0.06 -0.03  0.04  0.00  0.06 -0.18  0.15 -0.11  0.06
-0.45  0.06  0.31  0.14 -0.02  0.05  0.15  0.04  0.13  0.04  0.09  0.06  0.05  0.08  0.09  0.05  0.00  0.06 -0.01  0.05  0.17  0.06 -0.01  0.14  0.03  0.07
 0.00  0.06  0.20  0.13  0.01  0.04  0.11  0.05  0.16  0.04  0.09  0.05  0.03  0.05  0.11  0.06  0.01  0.06  0.02  0.05  0.20  0.09 -0.04  0.12 -0.01  0.08
-0.03  0.05 -0.02  0.11  0.02  0.03  0.06  0.04  0.01  0.03  0.02  0.03  0.01  0.04 -0.02  0.06 -0.03  0.06 -0.01  0.04 -0.01  0.05 -0.10  0.12 -0.02  0.06
-0.11  0.03 -0.01  0.10 -0.03  0.06  0.08  0.05  0.02  0.08  0.01  0.02  0.08  0.04  0.04  0.08 -0.04  0.08 -0.06  0.04 -0.08  0.15  0.07  0.14  0.27  0.06
 0.01  0.05 -0.08  0.11 -0.02  0.04  0.03  0.05 -0.07  0.04  0.02  0.02  0.06  0.05 -0.04  0.08 -0.05  0.08 -0.07  0.04 -0.03  0.13 -0.01  0.15  0.11  0.06
 0.25  0.19 -0.05  0.29  0.01  0.11  0.04  0.14  0.02  0.13  0.05  0.13  0.00  0.09  0.08  0.07  0.01  0.11  0.03  0.11  0.39  0.71 -0.01  0.19 -0.09  0.19
-0.52  0.04  0.13  0.11  0.06  0.03  0.14  0.03  0.01  0.03  0.05  0.02  0.07  0.04  0.10  0.06 -0.02  0.06 -0.05  0.04  0.09  0.16 -0.15  0.13 -0.09  0.07
-0.08  0.05  0.03  0.10 -0.03  0.03  0.00  0.04  0.02  0.04  0.01  0.04  0.03  0.03  0.05  0.04 -0.03  0.05 -0.03  0.04 -0.05  0.05 -0.10  0.09 -0.06  0.07
-0.37  0.06  0.32  0.17 -0.04  0.06  0.19  0.09  0.13  0.03  0.11  0.08  0.05  0.10  0.11  0.07  0.04  0.09 -0.02  0.07  0.06  0.10  0.00  0.19 -0.12  0.06
-0.43  0.10 -30.0 -30.0  0.05  0.06  0.29  0.11  0.34  0.06  0.21  0.08  0.21  0.11  0.34  0.11  0.01  0.12  0.05  0.09  0.05  0.08  0.02  0.23 -0.01  0.11
-0.07  0.05  0.08  0.13  0.02  0.06  0.08  0.05  0.07  0.03  0.08  0.04  0.01  0.07  0.01  0.06  0.01  0.07  0.00  0.05  0.04  0.07 -0.03  0.15 -0.08  0.07
 0.07  0.11 -30.0 -30.0  0.07  0.07  0.28  0.23  0.07  0.10  0.02  0.09  0.18  0.09 -0.08  0.14 -0.03  0.15 -0.05  0.10  0.12  0.10 -0.15  0.26  0.15  0.15
 0.02  0.05 -0.03  0.12  0.01  0.03  0.03  0.04  0.04  0.03  0.01  0.04  0.01  0.04  0.03  0.06 -0.03  0.06  0.00  0.05  0.01  0.05 -0.09  0.13  0.01  0.07
 0.16  0.07 -0.13  0.13  0.01  0.04 -0.01  0.06 -0.04  0.05  0.01  0.04  0.00  0.03  0.02  0.04 -0.02  0.05  0.00  0.06 -0.09  0.06 -0.09  0.12 -0.13  0.09
-0.05  0.05 -0.03  0.11 -0.06  0.03  0.10  0.04  0.08  0.02  0.02  0.03  0.05  0.04  0.03  0.06 -0.04  0.06 -0.03  0.04 -0.06  0.05 -0.09  0.12  0.00  0.06
 0.20  0.11 -0.11  0.21 -0.03  0.09 -0.03  0.08 -0.02  0.07  0.03  0.09 -0.04  0.09  0.06  0.08  0.02  0.11  0.02  0.08 -0.10  0.11  0.09  0.20 -0.04  0.17
-0.36  0.04  0.17  0.14 -0.03  0.05  0.20  0.06  0.22  0.04  0.09  0.05  0.11  0.08  0.09  0.06  0.00  0.06 -0.04  0.05  0.03  0.07 -0.10  0.16 -0.04  0.07
 0.21  0.08 -0.20  0.15  0.02  0.05 -0.03  0.05  0.04  0.04 -0.04  0.05  0.01  0.05  0.05  0.07 -0.02  0.08  0.01  0.07 -0.03  0.06 -0.05  0.16 -0.06  0.10
 0.16  0.09  0.05  0.17 -0.01  0.08  0.11  0.08  0.12  0.06  0.07  0.07 -0.02  0.09  0.07  0.07  0.03  0.08  0.04  0.06  0.34  0.10 -0.02  0.17 -0.01  0.10
 0.04  0.05 -0.03  0.14 -0.04  0.04  0.08  0.06  0.09  0.03  0.01  0.04  0.04  0.05 -0.01  0.06 -0.02  0.06 -0.05  0.05  0.29  0.14 -0.15  0.14 -0.02  0.07
-0.07  0.09 -30.0 -30.0 -0.07  0.05  0.04  0.05  0.11  0.05  0.02  0.07  0.04  0.08  0.09  0.09 -0.02  0.09 -0.03  0.08  0.00  0.06 -0.09  0.19  0.07  0.10
 0.02  0.08 -0.08  0.19 -0.07  0.05  0.01  0.06  0.05  0.05 -0.04  0.06  0.00  0.07  0.06  0.08 -0.02  0.09 -0.04  0.07 -0.06  0.09 -0.14  0.19 -0.05  0.10
-0.38  0.04  0.17  0.10  0.06  0.04  0.19  0.04  0.05  0.04  0.09  0.02  0.08  0.03  0.03  0.06 -0.03  0.07 -0.07  0.04 -0.06  0.09 -0.09  0.11  0.11  0.10
 0.05  0.09  0.03  0.18  0.03  0.09  0.03  0.08  0.01  0.06  0.05  0.07 -0.03  0.10 -0.01  0.07  0.02  0.08  0.03  0.06  0.02  0.09  0.05  0.17  0.00  0.11
